Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
Catamaran(catamaranrx.com),financial,wells fargo (wfc),85
Catamaran(catamaranrx.com),personal finance,debt relief,75
Catawba Valley Health System(catawbavalleymedical.org),administration,patient payments,67
Catholic Charities Twin Cities(cctwincities.org),financial,paypal pay in 4,81
Catholic Charities Twin Cities(cctwincities.org),financial,paypal (pypl),99
Catholic Health Services(catholichealthservices.org),administration,medical billing,86
Catholic Health Services(catholichealthservices.org),financial,afterpay,70
Cci Health Services(cciweb.org),financial,klarna,86
Cedar Sinai Park(cedarsinaipark.org),financial,paypal (pypl),70
Cedar(cedar.com),administration,patient payments,65
Cedar(cedar.com),financial,klarna,65
Cenclear(cenclear.org),financial,wells fargo (wfc),91
"Centauri Health Solutions, Inc(centaurihs.com)",financial,wells fargo (wfc),90
Centene Corporation(centene.com),financial,afterpay,75
Centene Corporation(centene.com),administration,medical billing,83
Centene Corporation(centene.com),administration,patient payments,72
"Center At Lowry, Llc(centeratlowry.com)",transactions & payments,payment solutions,62
"Center At Lowry, Llc(centeratlowry.com)",administration,medical billing,70
Center For Disability Services(cfdsny.org),transactions & payments,payment solutions,70
Center For Disability Services(cfdsny.org),administration,medical billing,88
Center For Disability Services(cfdsny.org),administration,patient payments,77
Center For Human Services - Missouri(chs-mo.org),financial,paypal pay later,90
Center for Diagnostic Imaging(cdirad.com),personal finance,debt relief,77
Centers For Dialysis Care(cdcare.org),financial,paypal pay in 4,86
Centers For Dialysis Care(cdcare.org),financial,afterpay,93
Centers For Dialysis Care(cdcare.org),financial,wells fargo (wfc),70
Centers For Dialysis Care(cdcare.org),transactions & payments,payment plan,70
Centerstone(centerstone.org),transactions & payments,payment solutions,92
Centerstone(centerstone.org),financial,paypal pay in 4,97
Centerstone(centerstone.org),administration,patient payments,81
Centracare(centracare.com),financial,paypal pay in 4,75
Centracare(centracare.com),transactions & payments,payment solutions,75
Central Maine Healthcare(cmhc.org),financial,wells fargo (wfc),72
Central Washington Hospital And Clinics(cwhs.com),administration,patient payments,67
Centre For Neuro Skills(neuroskills.com),financial,paypal pay in 4,72
Century Foods International(centuryfoods.com),administration,medical billing,79
Century Foods International(centuryfoods.com),financial,wells fargo (wfc),65
Certified Yoga Instructor(lalanayoga.com),personal finance,debt relief,62
Chan Healthcare(chanllc.com),personal finance,debt relief,95
Chapters Health System(chaptershealth.org),financial,wells fargo (wfc),81
Chapters Health System(chaptershealth.org),financial,paypal credit,72
Chapters Health System(lifepath-hospice.org),administration,medical billing,62
Charleston Area Medical Center(camc.org),administration,medical billing,92
Charleston Area Medical Center(camc.org),financial,afterpay,81
Charleston Area Medical Center(camc.org),administration,patient payments,65
Chase Brexton Health Care(chasebrexton.org),administration,medical billing,92
Cherokee County School District(cherokee1.org),financial,wells fargo (wfc),86
Cherokee County Youth Basketball(avana.net),financial,paypal (pypl),67
Chesapeake Regional Healthcare(chesapeakeregional.com),administration,medical billing,70
Chesapeake Regional Healthcare(chesapeakeregional.com),financial,paypal (pypl),77
Chi Franciscan Health(chifranciscan.org),financial,klarna,99
Chi Franciscan Health(chifranciscan.org),administration,patient payments,98
Chi Health(chihealth.com),financial,klarna,93
Chi Health(chihealth.com),administration,medical billing,98
Chi Health(chihealth.com),personal finance,debt relief,77
Chi Memorial(memorial.org),financial,paypal pay later,62
Chi Memorial(memorial.org),personal finance,debt relief,81
Child And Family Focus Inc.(childandfamilyfocus.org),financial,klarna,99
Child And Family Focus Inc.(childandfamilyfocus.org),financial,paypal (pypl),75
Children's Health Council(chconline.org),administration,patient payments,94
Children's Health Council(chconline.org),financial,wells fargo (wfc),77
Children's Hospital Los Angeles (Chla)(chla.org),transactions & payments,payment plan,70
Children's Hospital Los Angeles (Chla)(chla.org),financial,zippay,95
Children's Hospital Los Angeles (Chla)(chla.org),financial,paypal pay in 4,65
Children's Hospital Los Angeles (Chla)(chla.org),administration,medical billing,92
Children's Hospital New Orleans(chnola.org),personal finance,debt relief,65
Children's Hospital New Orleans(chnola.org),financial,paypal pay in 4,70
Children's Hospital New Orleans(chnola.org),administration,patient payments,97
Children's Hospital Of The King's Daughters(chkd.org),administration,medical billing,72
Children's Hospital Of The King's Daughters(chkd.org),financial,paypal pay in 4,96
Children's Mercy(childrensmercy.org),administration,medical billing,91
Children's Mercy(childrensmercy.org),financial,paypal credit,88
Children's Mercy(childrensmercy.org),financial,paypal pay in 4,65
Children's Mercy(childrensmercy.org),financial,wells fargo (wfc),67
Children's Of Alabama(childrensal.org),personal finance,debt relief,79
Children's Of Alabama(childrensal.org),administration,patient payments,70
Children's Of Alabama(childrensal.org),financial,afterpay,91
Children's Of Alabama(childrensal.org),accounting,credit Management,67
Children's Wisconsin(childrenswi.org),financial,affirm,88
Children's Wisconsin(childrenswi.org),financial,afterpay,88
Children's Wisconsin(childrenswi.org),administration,medical billing,94
Children's Wisconsin(childrenswi.org),financial,Affirm,88
Children's Wisconsin(childrenswi.org),administration,patient payments,75
Children's Wisconsin(chw.org),financial,afterpay,88
Children's Wisconsin(chw.org),administration,medical billing,81
Choc Children's(choc.org),administration,patient payments,77
Choc Children's(choc.org),transactions & payments,payment solutions,79
Choc Children's(choc.org),financial,zippay,93
Christ Community Health Services West Tennessee(christcommunityhealth.org),financial,paypal (pypl),65
Christian Health(christianhealthnj.org),financial,paypal (pypl),92
Christianacare(christianacare.org),financial,wells fargo (wfc),65
Christianacare(christianacare.org),financial,afterpay,88
Christianacare(christianacare.org),personal finance,debt relief,93
Christianacare(christianacare.org),administration,medical billing,93
Christus Central Louisiana Surgical Hospital(clshospital.com),personal finance,debt relief,85
Christus Health(christushealth.org),financial,paypal (pypl),81
Christus Health(christushealth.org),financial,paypal pay in 4,91
Christus Health(christushealth.org),administration,medical billing,99
Christus Health(christushealth.org),administration,patient payments,83
Christus Health(christushealth.org),financial,zippay,88
Cincinnati Children's(cincinnatichildrens.org),financial,paypal pay in 4,95
Cincinnati Children's(cincinnatichildrens.org),administration,patient payments,90
Cincinnati Children's(cincinnatichildrens.org),financial,afterpay,67
Cincinnati Children's(cincinnatichildrens.org),administration,medical billing,98
Cincinnati Children's(cincinnatichildrens.org),financial,sezzle,65
Cincinnati Children's(cincinnatichildrens.org),financial,wells fargo (wfc),83
Citizens Memorial(citizensmemorial.com),administration,patient payments,70
City Of Gastonia(cityofgastonia.com),personal finance,debt relief,65
Cleveland Clinic Research(ccf.org),financial,paypal pay in 4,70
Cleveland Clinic Research(ccf.org),financial,afterpay,90
Cleveland Clinic Research(ccf.org),financial,affirm,67
Cleveland Clinic Research(ccf.org),financial,Affirm,67
Cleveland Clinic Research(ccf.org),personal finance,debt relief,75
Cleveland Clinic Research(ccf.org),administration,medical billing,92
Cleveland Clinic(clevelandclinic.org),financial,sezzle,88
Cleveland Clinic(clevelandclinic.org),administration,medical billing,96
Cleveland Clinic(clevelandclinic.org),financial,afterpay,81
Clinica Sierra Vista(clinicasierravista.org),transactions & payments,payment solutions,62
Clinica Sierra Vista(clinicasierravista.org),financial,paypal pay in 4,77
Clinica Sierra Vista(clinicasierravista.org),administration,medical billing,62
Clinica Sierra Vista(clinicasierravista.org),financial,afterpay,67
Clipboard(clipboardhealth.com),financial,klarna,93
Clipboard(clipboardhealth.com),financial,paypal (pypl),75
Coffee Regional Medical Center(coffeeregional.org),financial,paypal pay in 4,62
Coffee Regional Medical Center(coffeeregional.org),financial,klarna,86
Coffee Regional Medical Center(coffeeregional.org),transactions & payments,payment solutions,72
Coffee Regional Medical Center(coffeeregional.org),personal finance,debt relief,92
College Park Family Care Center(collegeparkfamilycare.com),administration,patient payments,67
Colquitt Regional Medical Center(colquittregional.com),administration,patient payments,97
Colquitt Regional Medical Center(colquittregional.com),financial,paypal (pypl),85
Colquitt Regional Medical Center(colquittregional.com),administration,medical billing,65
Colquitt Regional Medical Center(colquittregional.com),financial,paypal pay in 4,93
Columbia Health Ctr(lancastergeneral.org),financial,paypal pay in 4,67
Columbia Memorial Hospital(columbiamemorial.org),administration,medical billing,72
Columbia Memorial Hospital(columbiamemorial.org),personal finance,debt relief,65
Columbia Memorial Hospital(columbiamemorial.org),financial,paypal (pypl),92
Comforcare(comforcare.com),financial,wells fargo (wfc),81
Comforcare(comforcare.com),financial,paypal pay in 4,65
Comfort Keepers(comfortkeepers.com),administration,patient payments,95
Comfort Keepers(comfortkeepers.com),administration,medical billing,83
Commonwealth Care Alliance(commonwealthcarealliance.org),financial,wells fargo (wfc),94
Community Care Physicians(communitycare.com),financial,klarna,88
Community Care Physicians(communitycare.com),financial,paypal (pypl),65
Community Care Physicians(communitycare.com),financial,paypal pay in 4,70
Community Health Care(commhealth.org),personal finance,debt relief,62
Community Health Care(commhealth.org),financial,paypal pay later,65
Community Health Care(commhealth.org),transactions & payments,payment solutions,77
Community Health Care(commhealth.org),administration,patient payments,83
Community Health Center(chc1.com),financial,paypal pay in 4,72
Community Health Center(chc1.com),financial,klarna,94
Community Health Center(chc1.com),transactions & payments,payment plan,67
"Community Health Of South Florida, Inc.(chisouthfl.org)",financial,wells fargo (wfc),81
"Community Health Of South Florida, Inc.(chisouthfl.org)",financial,paypal pay later,86
Community Health System(communitymedical.org),administration,patient payments,79
Community Health System(communitymedical.org),administration,medical billing,93
Community Health System(communitymedical.org),financial,zippay,93
Community Health Systems(chs.net),financial,zippay,67
Community Health Systems(chs.net),financial,paypal pay later,75
Community Health Systems(chs.net),financial,klarna,65
Community Health Systems(chs.net),financial,paypal credit,65
Community Health Systems(chs.net),administration,medical billing,86
Community Healthcare Network(chnnyc.org),financial,paypal pay in 4,70
Community Healthcare Network(chnnyc.org),personal finance,debt relief,77
Community Healthcare Network(chnnyc.org),financial,wells fargo (wfc),70
Community Physicians Group(cpgclinics.com),personal finance,debt relief,86
Community Physicians Group(cpgclinics.com),financial,paypal (pypl),81
Community Support Services - Summit County(cssbh.org),personal finance,debt relief,85
Community.Com(community.com),financial,paypal credit,70
Communitycare(ccok.com),administration,patient payments,67
Compassus(compassus.com),administration,patient payments,77
Complete Health(completehealth.com),financial,paypal pay in 4,94
Complexcare Solutions(complexcaresolutions.com),transactions & payments,payment solutions,81
Comprehensive Health Services(chsmedical.com),financial,paypal pay later,70
Concentra(concentra.com),administration,patient payments,92
Concentra(concentra.com),administration,medical billing,83
Concentra(concentra.com),personal finance,debt relief,83
Concentra(concentra.com),financial,wells fargo (wfc),62
Concentra(concentra.com),financial,afterpay,72
"Concept Rehab, Inc(conceptrehab.com)",financial,paypal (pypl),94
"Concept Rehab, Inc(conceptrehab.com)",financial,paypal pay later,79
Concord Hospital Health System(concordhospital.org),administration,medical billing,83
Concord Hospital Health System(concordhospital.org),administration,patient payments,81
Cone Health(conehealth.com),financial,paypal pay in 4,95
Cone Health(conehealth.com),accounting,credit Management,90
Cone Health(conehealth.com),administration,medical billing,94
"Conemaugh Health System, Duke Lifepoint Healthcare(conemaugh.org)",financial,paypal pay in 4,75
"Conemaugh Health System, Duke Lifepoint Healthcare(conemaugh.org)",financial,afterpay,62
"Conemaugh Health System, Duke Lifepoint Healthcare(conemaugh.org)",personal finance,debt relief,90
"Conemaugh Health System, Duke Lifepoint Healthcare(conemaugh.org)",administration,medical billing,83
Confluence Health(wvmedical.com),financial,paypal (pypl),93
Confluence Health(wvmedical.com),financial,paypal pay in 4,97
Confluence Health(wvmedical.com),personal finance,debt relief,97
Confluence Health(wvmedical.com),financial,paypal pay later,95
Conifer Health Solutions(coniferhealth.com),administration,medical billing,90
Conifer Health Solutions(coniferhealth.com),financial,zippay,86
Conifer Health Solutions(coniferhealth.com),transactions & payments,payment solutions,79
